Cluster ID,confidence_score,id,name,slug,,,canonical_,canonical_id,canonical_slug,canonical_name
1125,,a98ec312-d088-4c03-bcfa-9564b67d9ff4,Gasthuisberg Leuven,gasthuisberg_leuven,,,,,,
1126,,5bab5133-43b0-453b-8dd3-250fddc47961,Greenpark Healthcare Trust,greenpark_healthcare_trust,,,,,,
368,0.95132752259572351,554078a3-61dd-4b6c-ac18-7ca2d6b7f6eb,"Bayer HealthCare AG, D-51368 Leverkusen Germany",bayer_healthcare_ag_d_51368_leverkusen_germany,,,,0f2245d6-1eb2-4a26-ba28-2ddd66aada58,bayer_healthcare_ag_51368_leverkusen,"Bayer HealthCare AG, 51368 Leverkusen"
1127,,4c9fbb8b-a98b-44c5-ae26-c024e61fdaed,HARRAS-PHARMA-CURARINA GmbH,harras_pharma_curarina_gmbh,,,,,,
1128,,9f1e82ad-baff-445a-b5a8-c33415868459,Gedeon Richter Ltd,gedeon_richter_ltd,,,,,,
1129,,23bcda38-5e3a-4536-9e52-31d508fbbbbc,KYS,kys,,,,,,
1130,,7b811b3f-ceb9-4d0f-8401-6a5744a31032,"BHR PHARMA, LLC",bhr_pharma_llc,,,,,,
1131,,bfb0a553-12ce-48c9-955a-eed9dc534ffa,Renal Clinic Heidelberg,renal_clinic_heidelberg,,,,,,
1132,,1f069a1f-6273-4ffa-973a-59db06dfd60b,Associació Catalana per a la Recerca Oncológica i les seves implicacions Sanitáries i Socials,associaci_catalana_per_a_la_recerca_oncol_gica_i_les_seves_implicacions_sanit_ries_i_socials,,,,,,
1133,,2a2e0f46-3bab-4f08-a5e6-c89ed6cb06ab,Augenklinik Universitaetsallee,augenklinik_universitaetsallee,,,,,,
1134,,02707a4d-90f9-40d4-b5e5-e1a6c6d80718,Academic MS Center Limburg,academic_ms_center_limburg,,,,,,
1135,,bf9e4b8e-2e0b-476c-a7be-c36b7b50f24e,Institut d'Anesthésiologie des Alpes Maritimes,institut_d_anesth_siologie_des_alpes_maritimes,,,,,,
1136,,56e143d4-eed3-4b7b-b97e-7ed9a4fd3d2d,"Medicinsk Afd. M, Århus Sygehus, Nørrebrogade",medicinsk_afd_m_rhus_sygehus_n_rrebrogade,,,,,,
1137,,453a2e1d-8382-49c5-89ea-788dde31dd55,Kungälv Hospital,kung_lv_hospital,,,,,,
248,0.981904,101cc2b8-71b8-11e6-a0cd-0242ac12000b,HILL DERMAC,hill_dermac,,,,101cc2b8-71b8-11e6-a0cd-0242ac12000b,hill_dermac,HILL DERMAC
1138,,997acf9c-739c-11e6-a0cd-0242ac12000b,GASTROENTERO,gastroentero,,,,,,
1139,,b649833c-76bd-4a9b-b7ba-b6618aa8f368,MediGene AG,medigene_ag,,,,,,
1140,,7239deff-df7d-4838-9ee0-a4a2b153b4a2,PEPTONIC medical AB,peptonic_medical_ab,,,,,,
1141,,c029a266-ac32-4a07-9bed-84d734711102,"ERASMUS MC, Dept Anesthesiology",erasmus_mc_dept_anesthesiology,,,,,,
1142,,d02bffb2-5a4f-4182-82a7-88cba3b0cf5c,Prof Vassilis Georgoulias,prof_vassilis_georgoulias,,,,,,
1143,,262bf37c-6dc1-4b63-b609-ce8a1769dc2f,Julio A Virseda Rodriguez,julio_a_virseda_rodriguez,,,,,,
1144,,1e4335b0-7164-11e6-a0cd-0242ac12000b,CHINA RESOURCES,china_resources,,,,,,
1145,,5000330c-715d-11e6-a0cd-0242ac12000b,AUSTARPHARMA LLC,austarpharma_llc,,,,,,
1146,,9b1c6698-a41f-4c3e-adc7-9d81f73ed568,Bayer HealthCare Aktiengesellschaft,bayer_healthcare_aktiengesellschaft,,,,,,
1147,,f5104ada-7495-4088-bb35-2fe6539a5ae2,Dr. Christian Domingo,dr_christian_domingo,,,,,,
1148,,86cdb35c-95e5-4bb7-8493-01bc4e87d1b2,HSK Research GmbH,hsk_research_gmbh,,,,,,
562,0.979163,2618aeee-2b40-46b0-83e0-69a85a4447c6,Glaxo SmithKine Research and Development Limited,glaxo_smithkine_research_and_development_limited,,,,2618aeee-2b40-46b0-83e0-69a85a4447c6,glaxo_smithkine_research_and_development_limited,Glaxo SmithKine Research and Development Limited
1149,,5c4c0109-e5c9-4d12-9699-392fef444445,Provexis Plc,provexis_plc,,,,,,
574,0.96224385499954224,fe7a9983-1939-4f96-adc3-8176dcaae168,Queen Mary University of London,queen_mary_university_of_london,,,,8567fa14-efb0-4bb0-9c97-bf093f58ba24,queen_mary_university_of_london_qmul,"Queen Mary, University of London (QMUL)"
1150,,16230cf5-b7a9-4308-a324-bdf5830582f0,Alliance Pharmaceuticals,alliance_pharmaceuticals,,,,,,
1151,,18dd6240-fd14-435d-9848-fb6c6f1f5a9b,"Kémia, Inc",k_mia_inc,,,,,,
1152,,819d165e-40be-4ef3-b85f-03a6b1bbca0c,Aventis Pharma Recherche De ve loppement,aventis_pharma_recherche_de_ve_loppement,,,,,,
1153,,8c474d43-c5f5-43c2-af49-da46918b5d4b,ikfe – Institute for Clinical Research and Development,ikfe_institute_for_clinical_research_and_development,,,,,,
257,0.943406,62b269c4-7163-11e6-a0cd-0242ac12000b,MACLEODS PHARMA,macleods_pharma,,,,62b269c4-7163-11e6-a0cd-0242ac12000b,macleods_pharma,MACLEODS PHARMA
1154,,99ebe893-62a6-41ed-821a-188b78e041da,Daiichi Medical Research Inc,daiichi_medical_research_inc,,,,,,
503,0.9617990255355835,1e7e8025-6216-4754-a0a3-b1cf72ba2a3d,Sanofi-Synthelabo Research,sanofi_synthelabo_research,,,,1e7e8025-6216-4754-a0a3-b1cf72ba2a3d,sanofi_synthelabo_research,Sanofi-Synthelabo Research
1155,,cffe7e9c-f52f-489f-9d32-0cdf00536513,Forum Pharmaceuticals Inc,forum_pharmaceuticals_inc,,,,,,
349,0.956416,a845a11a-fa6e-4bb7-9057-a36a08b6b773,GITMO (GRUPPO ITALIANO DI MIDOLLLO OSSEO),gitmo_gruppo_italiano_di_midolllo_osseo,,,,81b272b1-dc41-4ac6-b169-23e9c0bb81d7,gitmo,GITMO
1156,,7c245b5f-814a-4ce9-8516-b8c71e9169b1,IRCCS CASA SOLLIEVO DELLA SOFFERENZA,irccs_casa_sollievo_della_sofferenza,,,,,,
1157,,acda27d0-accc-4027-b69d-fd2536b2a068,Mónica Saldaña Valderas,m_nica_salda_a_valderas,,,,,,
740,0.91375583410263062,5e33332a-5eab-46e0-84d6-df15c6f32cd7,"ICORG, all-Ireland Cooperative Oncology Research Group",icorg_all_ireland_cooperative_oncology_research_group,,,,a915c184-a118-4ca9-8fb4-2b38760107dc,icorg_the_all_ireland_cooperative_oncology_research_group,"ICORG, the all-Ireland Co-operative Oncology Research Group"
1158,,dbd9c17b-e41d-4de0-9c41-7a60bbf57f58,az turnhout,az_turnhout,,,,,,
42,0.97669962048530579,cabd6cbe-fd00-4d66-b275-8a313d21ba84,"Universitätsklinik für Augenheilkunde und Optometrie, AKH Wien",universit_tsklinik_f_r_augenheilkunde_und_optometrie_akh_wien,,,,e3a4dbed-6085-4f4f-a871-0b11b6bed573,universit_tsklinik_f_r_augenheilkunde_und_optometrie,Universitätsklinik für Augenheilkunde und Optometrie
703,0.95236596465110779,221122f6-31e0-4da1-94ad-8d33b5a25cd7,University Hospitals Leicester,university_hospitals_leicester,,,,09b03690-5970-415f-b749-e56be3b9df7b,university_hospitals_leicester_nhs_trust,University Hospitals Leicester NHS Trust
1159,,0103709a-6fbc-11e6-abe8-0242ac12000b,Roche Bulgaria EOOD,roche_bulgaria_eood,,,,,,
1160,,d38ce76c-7363-11e6-a0cd-0242ac12000b,MANNKIND,mannkind,,,,,,
1161,,8b5c3d5e-7d91-4606-bc87-73317a6d0c2c,Cortendo AB,cortendo_ab,,,,,,
1162,,b80e8d76-71a9-11e6-a0cd-0242ac12000b,NORWICH-EATON PHARMA,norwich_eaton_pharma,,,,,,
1163,,998c59d7-4ff2-4972-909d-7ddde956fb0a,Vicente Estrada Pérez,vicente_estrada_p_rez,,,,,,
1164,,a5f02f86-73ee-11e6-a0cd-0242ac12000b,AIR LIQUID INDUSTRIAL US LP,air_liquid_industrial_us_lp,,,,,,
272,0.98419728875160217,c26dcdfa-7158-11e6-a0cd-0242ac12000b,LEK PHARMS DD,lek_pharms_dd,,,,5ab1cb72-7148-11e6-a0cd-0242ac12000b,lek_pharms,LEK PHARMS
1165,,6ef4f3be-72ee-11e6-a0cd-0242ac12000b,RELIANT PHARMS,reliant_pharms,,,,,,
1166,,bdafa1c6-c40e-4b85-a59e-33133882512e,J.W. Goethe University Hospital,j_w_goethe_university_hospital,,,,,,
1167,,ebe1f4ff-4d9b-47ff-8d94-25967f98c51e,"Med. Klinik II, Klinikum der Universität München Grosshadern",med_klinik_ii_klinikum_der_universit_t_m_nchen_grosshadern,,,,,,
1168,,7713923f-838a-41a7-85e4-d95e2f41373f,Medinova AG,medinova_ag,,,,,,
1169,,b6941fca-b583-48a3-839b-6e603d6316ce,University Hospitals Coventry and Warwickshire NHS Trust,university_hospitals_coventry_and_warwickshire_nhs_trust,,,,,,
163,0.94221,2e1d8af2-76ea-4f16-98e7-156c78aa3581,"Iho-ja allergiasairaala, HYKS",iho_ja_allergiasairaala_hyks,,,,2e1d8af2-76ea-4f16-98e7-156c78aa3581,iho_ja_allergiasairaala_hyks,"Iho-ja allergiasairaala, HYKS"
145,0.938045,c4a9bf5d-eebd-42f0-a384-39801bffce72,Menarini Benelux SA/NV,menarini_benelux_sa_nv,,,,c4a9bf5d-eebd-42f0-a384-39801bffce72,menarini_benelux_sa_nv,Menarini Benelux SA/NV
1170,,abf53551-61c0-42bb-b281-119b9d4fa14d,Liverpool Heart and Chest Hospital NHS Trust,liverpool_heart_and_chest_hospital_nhs_trust,,,,,,
1171,,47ce6de3-9443-4502-ae52-a5334f96682f,Air Liquide Santé International,air_liquide_sant_international,,,,,,
916,0.986414,6370e13d-5a9e-49dc-a468-3b76aad11206,University of Edinburgh,university_of_edinburgh,,,,6370e13d-5a9e-49dc-a468-3b76aad11206,university_of_edinburgh,University of Edinburgh
1172,,d4f45a5a-dc88-4cce-9136-282a962a60a8,"Relevare Pharmaceuticals, Ltd",relevare_pharmaceuticals_ltd,,,,,,
1173,,3eff6b54-1ba5-48e2-a3eb-3b83099affe2,Mona Ring Gätke,mona_ring_g_tke,,,,,,
1174,,744ad1ba-2269-4c03-b95a-d92205530669,South Warwickshire NHS Foundation Trust,south_warwickshire_nhs_foundation_trust,,,,,,
558,0.984864,2d701be4-7168-11e6-a0cd-0242ac12000b,FERA PHARMS LLC,fera_pharms_llc,,,,19dd85ae-7144-11e6-a0cd-0242ac12000b,fera_pharms,FERA PHARMS
1175,,415de809-0a79-429e-a577-e54b5a6f6646,Innotech international,innotech_international,,,,,,
1176,,7e1922b6-7168-11e6-a0cd-0242ac12000b,DEVA HOLDING A.S,deva_holding_a_s,,,,,,
1177,,28391b70-145c-4ba0-9704-e16dfe2484cf,sanofi-aventis Belgium,sanofi_aventis_belgium,,,,,,
1178,,45c5f0b0-7366-11e6-a0cd-0242ac12000b,EDGEMONT PHARMS LLC,edgemont_pharms_llc,,,,,,
1179,,c00965ea-9b79-4883-a6f5-d48ee6ac0bc7,"Department of Otolaryngology, Head and Neck Surgery Johannes Gutenberg-Universität Mainz",department_of_otolaryngology_head_and_neck_surgery_johannes_gutenberg_universit_t_mainz,,,,,,
922,0.98430114984512329,41a3f51d-cc79-4d85-ad20-dd3ecef8b74f,Pfizer bv CR,pfizer_bv_cr,,,,41a3f51d-cc79-4d85-ad20-dd3ecef8b74f,pfizer_bv_cr,Pfizer bv CR
1180,,7976fecc-73fc-11e6-a0cd-0242ac12000b,PEARL THERAPS INC,pearl_theraps_inc,,,,,,
1181,,5ece2eb4-716e-11e6-a0cd-0242ac12000b,VIDARA THERAPEUTICS RESEARCH LTD,vidara_therapeutics_research_ltd,,,,,,
1182,,a1c8b8c2-712a-11e6-a89e-0242ac12000b,MYLAN PHARMS INC,mylan_pharms_inc,,,,,,
1183,,4cebd297-a8ff-46b4-935c-be6b2b0f60ae,Wilhelminenspital der Stadt Wien,wilhelminenspital_der_stadt_wien,,,,,,
1184,,7041d3f0-a02c-46e6-9544-56b882632a04,"Targacept, Inc",targacept_inc,,,,,,
943,0.910995,ded3dbf8-f0ef-458f-8c5f-53b5c2f16584,"PDL BioPharm, Inc",pdl_biopharm_inc,,,,d64fbb64-ace2-40d6-b379-d8f2f6277ac6,pdl_biopharma_inc,"PDL BioPharma, Inc"
1185,,13dccfb2-2cc2-44d8-b220-81db7034de45,John Vissing,john_vissing,,,,,,
1186,,deaf6e3f-0604-450e-b413-d2d7583697a2,Sheffield Health and Social Research Consortium,sheffield_health_and_social_research_consortium,,,,,,
1187,,076f76fa-71a5-11e6-a0cd-0242ac12000b,JDS PHARMS,jds_pharms,,,,,,
1188,,ce0dd53e-946d-43ac-b1a1-db83722ed791,The Newcastle upon Tyne NHS Hospitals Foundation Trust,the_newcastle_upon_tyne_nhs_hospitals_foundation_trust,,,,,,
441,0.985292,38fa42f7-b481-47f1-ad59-ebc7650a6a92,"Dept. of Anaesthesia, Center of Head and Orthopaedics, Copenhagen University Hospital Rigshospitalet",dept_of_anaesthesia_center_of_head_and_orthopaedics_copenhagen_university_hospital_rigshospitalet,,,,38fa42f7-b481-47f1-ad59-ebc7650a6a92,dept_of_anaesthesia_center_of_head_and_orthopaedics_copenhagen_university_hospital_rigshospitalet,"Dept. of Anaesthesia, Center of Head and Orthopaedics, Copenhagen University Hospital Rigshospitalet"
745,0.974187,0b393cda-95af-44e2-87c2-0f3e708c0eea,"Medical School Hannover, Department of Psychiatry, Socialpsychiatry and Psychotherapy",medical_school_hannover_department_of_psychiatry_socialpsychiatry_and_psychotherapy,,,,0b393cda-95af-44e2-87c2-0f3e708c0eea,medical_school_hannover_department_of_psychiatry_socialpsychiatry_and_psychotherapy,"Medical School Hannover, Department of Psychiatry, Socialpsychiatry and Psychotherapy"
1189,,4283d691-73d0-4d24-be84-a765960a5330,"Medizinische Universität Wien, Klinik für Innere Medizin II, Abteilung für Kardiologie",medizinische_universit_t_wien_klinik_f_r_innere_medizin_ii_abteilung_f_r_kardiologie,,,,,,
1190,,c14cce6d-f942-4397-8dd3-b566ed15c495,University Medical Center Eppendorf,university_medical_center_eppendorf,,,,,,
1191,,cc6ec836-7167-11e6-a0cd-0242ac12000b,SECAN PHARMS,secan_pharms,,,,,,
1192,,2b782fd4-9243-4f68-afcf-82917bc1795a,AGI Therapeutics Research Ltd,agi_therapeutics_research_ltd,,,,,,
524,0.985088,211ecc7f-a65d-460f-803c-c95a4e47e245,Sanofi Pasteur Incorporated,sanofi_pasteur_incorporated,,,,211ecc7f-a65d-460f-803c-c95a4e47e245,sanofi_pasteur_incorporated,Sanofi Pasteur Incorporated
1193,,829e75aa-e69d-48a9-9b58-6cb72601a614,Luis Miguel Ruilope Urioste,luis_miguel_ruilope_urioste,,,,,,
1194,,f67de3b3-f274-4c62-a988-8645600dfe47,KeyNeurotek Pharma GmbH,keyneurotek_pharma_gmbh,,,,,,
206,0.97898,82b82cf4-7168-11e6-a0cd-0242ac12000b,MIKART INC,mikart_inc,,,,050afe2e-7129-11e6-a89e-0242ac12000b,mikart,MIKART
1195,,e51e7b3d-34a2-4fc9-b50b-37a2e9001358,Laboratoire IASON,laboratoire_iason,,,,,,
1196,,2ae93f86-afc2-4c33-a9ab-4cf5557b9a75,Myron D. Ginsberg,myron_d_ginsberg,,,,,,
1197,,16cfada7-4af0-4d8c-84e9-0a3f8b2c2d5d,BioAlliance Pharma,bioalliance_pharma,,,,,,
1198,,bf696e0b-e343-4271-a3f2-fafb8d61ed83,"OxThera, Inc",oxthera_inc,,,,,,
1199,,c66e3903-6167-4581-8b0f-2d9de6da40f8,Synosia Therapeutics AG,synosia_therapeutics_ag,,,,,,
1200,,00268eb1-4ad8-4d4d-952d-d7e469c1fddd,ALTUS PHARMACEUTICALS INC,altus_pharmaceuticals_inc,,,,,,
1201,,6d14b98a-719b-46a3-96ac-8a2c093adb5a,university medical centre utrecht,university_medical_centre_utrecht,,,,,,
1202,,10962173-23c6-4151-812d-ef214f40e09d,Centre Hospitalier Universiaire de Nantes,centre_hospitalier_universiaire_de_nantes,,,,,,
370,0.951764,09b4c65d-3052-471d-a9c2-a2a03f06e86f,"HUS, HYKS, Diabetesklinikka",hus_hyks_diabetesklinikka,,,,09b4c65d-3052-471d-a9c2-a2a03f06e86f,hus_hyks_diabetesklinikka,"HUS, HYKS, Diabetesklinikka"
1203,,fe21c370-bc93-4280-a053-3ef14214bb21,CENTRO NACIONAL DE INVESTIGACIONES ONCOLOGICAS,centro_nacional_de_investigaciones_oncologicas,,,,,,
857,0.97087401151657104,b76bef22-6cac-475a-a7cd-1b5b6d7ad7e4,Institut de Recerca de l?Hospital de la Santa Creu i Sant Pau,institut_de_recerca_de_l_hospital_de_la_santa_creu_i_sant_pau,,,,0213f530-437f-430a-b936-0bfa94166165,institut_de_recerca_de_l_hospital_de_la_santa_creu_i_sant_pau,Institut de Recerca de l?Hospital de la Santa Creu i Sant Pau
266,0.96782034635543823,07e8ff92-7129-11e6-a89e-0242ac12000b,TEVA PHARMS,teva_pharms,,,,07e8ff92-7129-11e6-a89e-0242ac12000b,teva_pharms,TEVA PHARMS
1204,,3f6f99ac-7391-11e6-a0cd-0242ac12000b,ORAPHARMA,orapharma,,,,,,
350,0.980777,3e83bd20-82b9-4762-84e9-fe87fe651346,Pharmacyclics LLC,pharmacyclics_llc,,,,3e83bd20-82b9-4762-84e9-fe87fe651346,pharmacyclics_llc,Pharmacyclics LLC
569,0.952896,25abd45e-c724-4c38-a7f4-5b17f2b4e77f,Pharming Tecnologies B.V,pharming_tecnologies_b_v,,,,25abd45e-c724-4c38-a7f4-5b17f2b4e77f,pharming_tecnologies_b_v,Pharming Tecnologies B.V
1205,,e438054c-c5ad-460e-8be2-ff24f3b3aad4,Department of Anesthesiology University Hospital Center,department_of_anesthesiology_university_hospital_center,,,,,,
1206,,117d1943-7183-40ed-b028-5b3ebdad2d13,Miguel Ángel Zapata. Oftalmología. Hospital vall d'Hebron,miguel_ngel_zapata_oftalmolog_a_hospital_vall_d_hebron,,,,,,
651,0.98270362615585327,4501c601-be00-4be3-8378-bb49eca4c7fb,"Boehringer Ingelheim bv, Medical department",boehringer_ingelheim_bv_medical_department,,,,4501c601-be00-4be3-8378-bb49eca4c7fb,boehringer_ingelheim_bv_medical_department,"Boehringer Ingelheim bv, Medical department"
1207,,dfc220fb-8d70-405e-afa6-812fc02e5326,PROMEFARM,promefarm,,,,,,
1208,,4f6bf09f-c2c3-46f4-89c4-dc72ff5fa330,Hillbom Matti OYS/neurologian klinikka,hillbom_matti_oys_neurologian_klinikka,,,,,,
1209,,899fde21-40d2-4d43-b11c-98a136355e54,St Bartholomew's and The London NHS Trust,st_bartholomew_s_and_the_london_nhs_trust,,,,,,
